Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price,Price_log,Type_Lumped,Make_Lumped,Region_Lumped,Car_Age,is_classic,car_class,Mileage_per_Age,Price_Deviation_by_Make,Car_Age_Sq
Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2018,5.7,142000,False,245000.0,12.409017571151187,Land Cruiser,Toyota,Jeddah,7,0,Standard,17750.0,195625.44294826363,49
A8,Dammam,Audi,Automatic,Saudi,Full,2019,3.0,41000,False,325000.0,12.691583538230217,Other,Other,Dammam,6,0,Premium,5857.142857142857,241815.7894736842,36
LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2009,5.7,293000,False,122000.0,11.711784520403112,Other,Lexus,Riyadh,16,0,Premium,17235.29411764706,5538.288288288284,256
C300,Riyadh,Chrysler,Automatic,Saudi,Full,2013,5.7,241000,False,41000.0,10.62135173563291,Other,Other,Riyadh,12,0,Standard,18538.46153846154,-8380.0,144
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,114482,False,30000.0,10.308985993422082,Accent,Hyundai,Riyadh,8,0,Standard,12720.222222222223,-4998.635658914725,64
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2020,4.0,21373,False,132000.0,11.790564777297387,Furniture,Toyota,Riyadh,5,0,Standard,3562.1666666666665,82625.44294826363,25
Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2017,2.0,140000,False,47000.0,10.757924157061597,Elantra,Hyundai,Jeddah,8,0,Standard,15555.555555555555,12001.364341085275,64
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,85093,False,29500.0,10.292179440058462,Sunny,Nissan,Riyadh,6,0,Standard,12156.142857142857,-5075.520833333336,36
Yukon,Jazan,GMC,Automatic,Saudi,Semi Full,2011,5.3,307216,False,30000.0,10.308985993422082,Yukon,GMC,Other,14,0,Standard,20481.066666666666,-15936.281588447651,196
Duster,Riyadh,Renault,Automatic,Saudi,Standard,2018,2.0,117719,False,29500.0,10.292179440058462,Other,Other,Riyadh,7,0,Standard,14714.875,9750.0,49
Civic,Jeddah,Honda,Automatic,Saudi,Semi Full,2018,1.6,91000,False,45000.0,10.714439990727769,Other,Honda,Jeddah,7,0,Standard,11375.0,-154.78260869565565,49
Malibu,Makkah,Chevrolet,Automatic,Gulf Arabic,Standard,2013,2.5,168000,False,22000.0,9.99884318585288,Other,Chevrolet,Makkah,12,0,Standard,12923.076923076924,-21863.534675615214,144
Furniture,Jeddah,Toyota,Automatic,Saudi,Full,2013,2.7,182000,False,68500.0,11.134603622683905,Furniture,Toyota,Jeddah,12,0,Standard,14000.0,19125.44294826364,144
Patrol,Dammam,Nissan,Manual,Saudi,Standard,1992,4.6,357000,False,27000.0,10.203629181337648,Patrol,Nissan,Dammam,33,1,Standard,10500.0,-7575.520833333336,1089
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.6,19190,False,55000.0,10.915106645867503,Corolla,Toyota,Jeddah,7,0,Standard,2398.75,5625.442948263641,49
Taurus,Dammam,Ford,Automatic,Other,Full,2016,3.5,110000,False,75000.0,11.225256725762893,Taurus,Ford,Dammam,9,0,Standard,11000.0,37355.46271510516,81
CX9,Dammam,Mazda,Automatic,Saudi,Full,2016,2.5,91000,False,75000.0,11.225256725762893,Other,Mazda,Dammam,9,0,Standard,9100.0,27779.527559055117,81
Patrol,Qassim,Nissan,Automatic,Saudi,Semi Full,2016,5.6,145000,False,128000.0,11.759793355371237,Patrol,Nissan,Qassim,9,0,Standard,14500.0,93424.47916666666,81
Datsun,Al-Ahsa,Nissan,Manual,Gulf Arabic,Standard,2013,1.7,273778,False,32000.0,10.373522431293592,Other,Nissan,Al-Ahsa,12,0,Standard,21059.846153846152,-2575.5208333333358,144
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,54000,False,42000.0,10.645448706505872,Accent,Hyundai,Dammam,6,0,Standard,7714.285714285715,7001.364341085275,36
Malibu,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2017,2.0,62000,False,69000.0,11.141876276228,Other,Chevrolet,Riyadh,8,0,Standard,6888.888888888889,25136.465324384786,64
Yaris,Riyadh,Toyota,Automatic,Saudi,Full,2015,1.5,203429,False,29000.0,10.275085591132715,Other,Toyota,Riyadh,10,0,Standard,18493.545454545456,-20374.55705173636,100
Land Cruiser,Al-Medina,Toyota,Automatic,Saudi,Semi Full,2006,4.8,247000,False,55000.0,10.915106645867503,Land Cruiser,Toyota,Al-Medina,19,0,Standard,12350.0,5625.442948263641,361
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,127000,False,29000.0,10.275085591132715,Accent,Hyundai,Dammam,7,0,Standard,15875.0,-5998.635658914725,49
Malibu,Riyadh,Chevrolet,Automatic,Saudi,Full,2014,2.4,280000,False,35000.0,10.463131911491967,Other,Chevrolet,Riyadh,11,0,Standard,23333.333333333332,-8863.534675615214,121
Cerato,Jeddah,Kia,Automatic,Saudi,Full,2017,1.6,77500,False,42000.0,10.645448706505872,Other,Kia,Jeddah,8,0,Standard,8611.111111111111,9730.371900826445,64
RX,Jeddah,Lexus,Automatic,Gulf Arabic,Full,2019,3.5,56000,False,203000.0,12.220966184120165,Other,Lexus,Jeddah,6,0,Premium,8000.0,86538.28828828828,36
C300,Riyadh,Chrysler,Automatic,Saudi,Full,2018,5.7,103000,False,114000.0,11.643962499267984,Other,Other,Riyadh,7,0,Standard,12875.0,64620.0,49
ES,Riyadh,Lexus,Automatic,Other,Semi Full,2017,3.5,96906,False,116000.0,11.661354090741,ES,Lexus,Riyadh,8,0,Premium,10767.333333333334,-461.7117117117159,64
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2013,3.0,48000,False,103000.0,11.542493975902508,Range Rover,Land Rover,Riyadh,12,0,Premium,3692.3076923076924,-85570.51282051281,144
